name	category	lang	homepage	desc_cn	desc_en	binlist	rule
gitql	scm-git-tool	rust	https://amrdeveloper.github.io/GQL/	Git Query 语言是一种类似于语言，可以在.git 文件上执行查询，并支持大多数 SQL 功能，例如分组，订购和聚合功能	Git Query language is a SQL like language to perform queries on .git files with supports of most of SQL features such as grouping, ordering and aggregations functions	gitql	{"/cargo":{"cmd":"cargo install gitql","reference":"https://github.com/AmrDeveloper/GQL/blob/master/docs/setup.md#cargoio","dsnap":"gitql"},"darwin/brew":{"cmd":"brew install gitql","reference":"https://formulae.brew.sh/formula/gitql#default"},"(win|wsl2)/winget":{"cmd":"x winget install gitql","reference":"https://github.com/AmrDeveloper/GQL/blob/master/docs/setup.md#winget-on-windows"},"(win|wsl2)/scoop":{"cmd":"x scoop install gitql","reference":"https://github.com/AmrDeveloper/GQL/blob/master/docs/setup.md#scoop-on-windows"},"arch/yay":{"cmd":"yay -S gitql-bin","reference":"https://aur.archlinux.org/packages/gitql-bin"}}
git-annex	scm-git-tool	Haskell	https://git-annex.branchable.com/	git-annex 是 git 用户命令行界面管理工具	git-annex is a command line interface management tool for git users	git-annex	{"darwin/brew":{"cmd":"brew install git-annex","reference":"https://formulae.brew.sh/formula/git-annex#default"},"debian/apt":{"cmd":"sudo apt-get install git-annex","reference":"https://command-not-found.com/git-remote-tor-annex","dsnap":"git-annex"},"ubuntu/apt":{"cmd":"sudo apt-get install git-annex","reference":"https://command-not-found.com/git-remote-tor-annex","dsnap":"git-annex"},"arch/pacman":{"cmd":"sudo pacman -S git-annex","reference":"https://command-not-found.com/git-remote-tor-annex"},"kali/apt":{"cmd":"sudo apt-get install git-annex","reference":"https://command-not-found.com/git-remote-tor-annex","dsnap":"git-annex"},"fedora/dnf":{"cmd":"sudo dnf install git-annex","reference":"https://command-not-found.com/git-remote-tor-annex","dsnap":"git-annex"},"raspbian/apt":{"cmd":"sudo apt-get install git-annex","reference":"https://command-not-found.com/git-remote-tor-annex"}}
git-branchless	scm-git-tool	rust	https://github.com/arxanas/git-branchless	Git-branchless 是一套在各方面增强 Git 的工具	git-branchless is a suite of tools which enhances Git in several ways	git-branchless	{"darwin/brew":{"cmd":"brew install git-branchless","reference":"https://formulae.brew.sh/formula/git-branchless#default"},"/cargo":{"cmd":"cargo install git-branchless","reference":"https://github.com/arxanas/git-branchless/wiki/Installation#installation","dsnap":"git-branchless"},"(win|wsl2)/scoop":{"cmd":"x scoop install git-branchless","reference":"https://scoop.sh/#/apps?q=git-branchless"}}
git-cinnabar	scm-git-tool	rust	https://github.com/glandium/git-cinnabar	Git-cinnabar 是一个与仓库交互的 git 远程助手	Git-cinnabar is a git remote helper to interact with mercurial repositories	git-cinnabar	{"darwin/brew":{"cmd":"brew install git-cinnabar","reference":"https://formulae.brew.sh/formula/git-cinnabar#default"},"fedora/dnf":{"cmd":"sudo dnf install git-cinnabar","reference":"https://command-not-found.com/git-cinnabar"},"/cargo":{"cmd":"cargo install git-cinnabar","reference":"https://github.com/glandium/git-cinnabar?tab=readme-ov-file#cargo","dsnap":"git-cinnabar"},"arch/yay":{"cmd":"yay -S git-cinnabar-git","reference":"https://aur.archlinux.org/packages/git-cinnabar-git"}}
convco	scm-git-tool	rust	https://convco.github.io/	传统的提交、更改日志、版本控制、验证	Conventional commits, changelog, versioning, validation	convco	{"/cargo":{"cmd":"cargo install convco","reference":"https://github.com/convco/convco?tab=readme-ov-file#installation","dsnap":"convco"},"darwin/brew":{"cmd":"brew install convco","reference":"https://convco.github.io/"}}
brows	scm-git-tool	Go	https://github.com/rubysolo/brows	一个用于在终端中浏览 GitHub releases 的命令行工具	A GitHub releases browser for the terminal	brows	{"darwin/brew":{"cmd":"brew install rubysolo/tools/brows","reference":"https://github.com/rubysolo/brows#installation"},"linux/brew":{"cmd":"brew install rubysolo/tools/brows","reference":"https://github.com/rubysolo/brows#installation"}}
cocogitto	scm-git-tool	rust	https://docs.cocogitto.io/	Cocogitto 是用于常规 Commit 和 Semver 规范的 CLI 和 GitOps 工具箱	Cocogitto is a CLI and GitOps toolbox for the Conventional Commits and Semver specifications	cocogitto	{"darwin/brew":{"cmd":"brew install cocogitto","reference":"https://github.com/cocogitto/cocogitto?tab=readme-ov-file#macos"},"arch/pacman":{"cmd":"sudo pacman -S cocogitto","reference":"https://github.com/eza-community/eza/blob/main/INSTALL.md#arch-linux"},"nix/nix-env":{"cmd":"nix-env -iA cocogitto","reference":"https://github.com/cocogitto/cocogitto?tab=readme-ov-file#nixos"},"void/xbps":{"cmd":"sudo xbps-install cocogitto","reference":"https://github.com/cocogitto/cocogitto?tab=readme-ov-file#void-linux"},"/cargo":{"cmd":"cargo install --locked cocogitto","reference":"https://github.com/cocogitto/cocogitto?tab=readme-ov-file#cargo","dsnap":"cocogitto"}}
git-chglog	scm-git-tool	Go	https://github.com/git-chglog/git-chglog	用 Go (Golang) 实现的 CHANGELOG 生成器	CHANGELOG generator implemented in Go (Golang)	git-chglog	{"/x":{"cmd":"x pkg use git-chglog","reference":"https://x-cmd.com/install/"},"darwin/brew":{"cmd":"brew tap git-chglog/git-chglog \\\n&& brew install git-chglog\n","reference":"https://github.com/git-chglog/git-chglog?tab=readme-ov-file#homebrew-for-macos-users"},"(win|wsl2)/scoop":{"cmd":"x scoop install git-chglog","reference":"https://github.com/git-chglog/git-chglog?tab=readme-ov-file#scoop-for-windows-users"},"/asdf":{"cmd":"x asdf use git-chglog","reference":"https://github.com/git-chglog/git-chglog?tab=readme-ov-file#asdf"},"/go":{"cmd":"go install github.com/git-chglog/git-chglog/cmd/git-chglog@latest","reference":"https://github.com/git-chglog/git-chglog?tab=readme-ov-file#go-users","dsnap":"github.com/git-chglog/git-chglog/cmd/git-chglog@latest"},"arch/yay":{"cmd":"yay -S git-chglog","reference":"https://aur.archlinux.org/packages/git-chglog"}}
git-absorb	scm-git-tool	rust	https://crates.io/crates/git-absorb	git absorb 会自动识别哪些提交是可以安全修改的，哪些阶段性更改属于每个提交。然后它将编写修复程序	git absorb will automatically identify which commits are safe to modify, and which staged changes belong to each of those commits. It will then write fixup	git-absorb	{"/cargo":{"cmd":"cargo install git-absorb","reference":"https://github.com/tummychow/git-absorb?tab=readme-ov-file#compiling-from-source","dsnap":"git-absorb"},"darwin/brew":{"cmd":"brew install git-absorb","reference":"https://github.com/tummychow/git-absorb?tab=readme-ov-file#installing"},"arch/pacman":{"cmd":"sudo pacman -S git-absorb","reference":"https://github.com/tummychow/git-absorb?tab=readme-ov-file#installing"},"debian/apt":{"cmd":"sudo apt install git-absorb","reference":"https://github.com/tummychow/git-absorb?tab=readme-ov-file#installing","dsnap":"git-absorb"},"ubuntu/apt":{"cmd":"sudo apt install git-absorb","reference":"https://github.com/tummychow/git-absorb?tab=readme-ov-file#installing","dsnap":"git-absorb"},"fedora/dnf":{"cmd":"sudo dnf install git-absorb","reference":"https://github.com/tummychow/git-absorb?tab=readme-ov-file#installing","dsnap":"git-absorb"}}
git-lfs	scm-git-tool	Go	https://github.com/git-lfs/git-lfs	Git LFS 是一个命令行扩展， 使用 Git 管理大文件的规范 。	Git LFS is a command line extension and specification for managing large files with Git.	git-lfs	{"darwin/brew":{"cmd":"brew install git-lfs","reference":"https://github.com/git-lfs/git-lfs?tab=readme-ov-file#installing"},"ubuntu/apt":{"cmd":"sudo apt-get install git-lfs","reference":"https://github.com/git-lfs/git-lfs/blob/main/INSTALLING.md"},"debian/apt":{"cmd":"sudo apt-get install git-lfs","reference":"https://github.com/git-lfs/git-lfs/blob/main/INSTALLING.md"},"kali/apt":{"cmd":"sudo apt-get install git-lfs","reference":"https://github.com/git-lfs/git-lfs/blob/main/INSTALLING.md"},"fedora/yum":{"cmd":"sudo yum install git-lfs","reference":"https://github.com/git-lfs/git-lfs/blob/main/INSTALLING.md"},"(win|wsl2)/choco":{"cmd":"choco install git-lfs.install","reference":"https://community.chocolatey.org/packages/git-lfs.install#install"}}
gitu	scm-git-tool	Rust	https://github.com/altsem/gitu	受 Magit 启发的 TUI Git 客户端	A TUI Git client inspired by Magit	gitu	{"/x":{"cmd":"x pkg use gitu","reference":"https://x-cmd.com/install/"},"/cargo":{"cmd":"cargo install gitu --locked","reference":"https://github.com/altsem/gitu/blob/master/docs/installing.md#using-cargo","dsnap":"gitu"},"arch/pacman":{"cmd":"sudo pacman -S gitu","reference":"https://github.com/altsem/gitu/blob/master/docs/installing.md#arch-linux"},"darwin/brew":{"cmd":"brew install gitu","reference":"https://formulae.brew.sh/formula/gitu#default"}}
git-publish	scm-git-tool	python	https://github.com/stefanha/git-publish	准备和存储修订补丁作为 git 标记	Prepare and store patch revisions as git tags	git-publish	{"debian/apt":{"cmd":"sudo apt-get install git-publish","reference":"https://command-not-found.com/git-publish","dsnap":"git-publish"},"ubuntu/apt":{"cmd":"sudo apt-get install git-publish","reference":"https://command-not-found.com/git-publish","dsnap":"git-publish"},"kali/apt":{"cmd":"sudo apt-get install git-publish","reference":"https://command-not-found.com/git-publish","dsnap":"git-publish"},"fedora/dnf":{"cmd":"sudo dnf install git","reference":"https://command-not-found.com/git-publish"},"centos/yum":{"cmd":"sudo yum install git-publish","reference":"https://github.com/stefanha/git-publish?tab=readme-ov-file#packages"},"rhel/yum":{"cmd":"sudo yum install git-publish","reference":"https://github.com/stefanha/git-publish?tab=readme-ov-file#packages"},"arch/yay":{"cmd":"yay -S git-publish","reference":"https://aur.archlinux.org/packages/git-publish"}}
git-trim	scm-git-tool	rust	https://github.com/foriequal0/git-trim	git-trim 是 git fetch --prune 缺少的伴侣，也是 <bash oneliner HERE> 的正确、更安全、更快的替代品	git-trim is a missing companion to the git fetch --prune and a proper, safer, faster alternative to your <bash oneliner HERE>	git-trim	{"/cargo":{"cmd":"cargo install git-trim","reference":"https://github.com/foriequal0/git-trim?tab=readme-ov-file#installation","dsnap":"git-trim"},"darwin/brew":{"cmd":"brew install git-trim","reference":"https://formulae.brew.sh/formula/git-trim#default"},"arch/yay":{"cmd":"yay -S git-trim","reference":"https://aur.archlinux.org/packages/git-trim"}}
serie	scm-git-tool	Rust	https://github.com/lusingander/serie	用于在终端中渲染丰富的 git 提交图的命令行工具	A command line tool to render rich git commit graphs in your terminal	serie	{"arch/pacman":{"cmd":"pacman -S serie","reference":"https://github.com/lusingander/serie#installation"},"darwin/brew":{"cmd":"brew install lusingander/tap/serie","reference":"https://github.com/lusingander/serie#installation"},"netbsd/pkgin":{"cmd":"pkgin install serie","reference":"https://github.com/lusingander/serie#installation"},"/cargo":{"cmd":"cargo install --locked serie","reference":"https://github.com/lusingander/serie#installation","dsnap":"serie"},"/eget":{"cmd":"eget lusingander/serie","reference":"https://github.com/lusingander/serie#installation"}}
tig	scm-git-tool	c	https://jonas.github.io/tig/	tig 是一个基于 nucurses 的 git 文本模式界面	tig is an ncurses-based text-mode interface for git	tig	{"/x":{"cmd":"x pkg use tig","reference":"https://x-cmd.com/install/"},"darwin/brew":{"cmd":"brew install tig","reference":"https://formulae.brew.sh/formula/tig#default"},"debian/apt":{"cmd":"sudo apt-get install tig","reference":"https://github.com/jonas/tig/blob/master/INSTALL.adoc#installation-on-linux","dsnap":"tig"},"ubuntu/apt":{"cmd":"sudo apt-get install tig","reference":"https://github.com/jonas/tig/blob/master/INSTALL.adoc#installation-on-linux","dsnap":"tig"},"alpine/apk":{"cmd":"sudo apk add tig","reference":"https://github.com/jonas/tig/blob/master/INSTALL.adoc#installation-on-linux","dsnap":"tig"},"arch/pacman":{"cmd":"sudo pacman -S tig","reference":"https://github.com/jonas/tig/blob/master/INSTALL.adoc#installation-on-linux"},"kali/apt":{"cmd":"sudo apt-get install tig","reference":"https://github.com/jonas/tig/blob/master/INSTALL.adoc#installation-on-linux","dsnap":"tig"},"fedora/dnf":{"cmd":"sudo dnf install tig","reference":"https://github.com/jonas/tig/blob/master/INSTALL.adoc#installation-on-linux","dsnap":"tig"},"raspbian/apt":{"cmd":"sudo apt-get install tig","reference":"https://github.com/jonas/tig/blob/master/INSTALL.adoc#installation-on-linux"},"freebsd/pkg":{"cmd":"pkg install tig","reference":"https://github.com/jonas/tig/blob/master/INSTALL.adoc#installation-on-freebsd"},"nix/nixpkgs":{"cmd":"nix-env -i tig","reference":"https://github.com/jonas/tig/blob/master/INSTALL.adoc#installation-using-nix"}}
git-cc	scm-git-tool	Go	https://github.com/SKalt/git-cc	帮助编写常规提交的 git 扩展	a git extension to help write conventional commits	git-cc	{"darwin/brew":{"cmd":"brew tap skalt/git-cc\nbrew install git-cc\n","reference":"https://github.com/SKalt/git-cc?tab=readme-ov-file#installation"},"arch/yay":{"cmd":"yay -S git-cc","reference":"https://aur.archlinux.org/packages/git-cc"}}
lefthook	scm-git-tool	go	https://github.com/evilmartians/lefthook	快速而强大的 Git hooks 管理器适用于任何类型的项目	Fast and powerful Git hooks manager for any type of projects	lefthook	{"/x":{"cmd":"x pkg use lefthook","reference":"https://x-cmd.com/install/"},"/asdf":{"cmd":"x asdf use lefthook","reference":"https://github.com/jtzero/asdf-lefthook"},"darwin/brew":{"cmd":"brew install lefthook","reference":"https://formulae.brew.sh/formula/lefthook#default"},"ubuntu/apt":{"cmd":"curl -1sLf 'https://dl.cloudsmith.io/public/evilmartians/lefthook/setup.deb.sh' | sudo -E bash \\\n&& sudo apt install lefthook\n","reference":"https://formulae.brew.sh/formula/lefthook#default","dsnap":"lefthook"},"debian/apt":{"cmd":"curl -1sLf 'https://dl.cloudsmith.io/public/evilmartians/lefthook/setup.deb.sh' | sudo -E bash \\\n&& sudo apt install lefthook\n","reference":"https://formulae.brew.sh/formula/lefthook#default","dsnap":"lefthook"},"fedora/yum":{"cmd":"curl -1sLf 'https://dl.cloudsmith.io/public/evilmartians/lefthook/setup.rpm.sh' | sudo -E bash \\\n&& sudo yum install lefthook\n","reference":"https://formulae.brew.sh/formula/lefthook#default"},"centos/yum":{"cmd":"curl -1sLf 'https://dl.cloudsmith.io/public/evilmartians/lefthook/setup.rpm.sh' | sudo -E bash \\\n&& sudo yum install lefthook\n","reference":"https://formulae.brew.sh/formula/lefthook#default"},"/npm":{"cmd":"npm install lefthook --save-dev","reference":"https://github.com/evilmartians/lefthook/blob/master/docs/install.md","dsnap":"lefthook"},"/pip":{"cmd":"python3 -m pip install --user lefthook","reference":"https://github.com/evilmartians/lefthook/blob/master/docs/install.md","dsnap":"lefthook"},"/snap":{"cmd":"snap install --classic lefthook","reference":"https://github.com/evilmartians/lefthook/blob/master/docs/install.md"},"arch/yay":{"cmd":"sudo yay -S lefthook","reference":"https://github.com/evilmartians/lefthook/blob/master/docs/install.md"},"(win|wsl2)/scoop":{"cmd":"x scoop install lefthook","reference":"https://scoop.sh/#/apps?q=lefthook"},"(win|wsl2)/winget":{"cmd":"x winget install evilmartians.lefthook","reference":"https://github.com/evilmartians/lefthook/blob/master/docs/install.md#-winget-for-windows"}}
gitopolis	scm-git-tool	rust	https://github.com/rustworkshop/gitopolis	轻松管理多个 GIT 存储库	Manage multiple git repositories with ease	gitopolis	{"linux/curl":{"cmd":"curl https://github.com/rustworkshop/gitopolis/releases/download/v1.3.1/gitopolis-linux-x86_64.tar.gz","reference":"https://github.com/rustworkshop/gitopolis/releases/tag/v1.3.1"},"win/curl":{"cmd":"curl https://github.com/rustworkshop/gitopolis/releases/download/v1.3.1/gitopolis-windows-x86_64.zip","reference":"https://github.com/rustworkshop/gitopolis/releases/tag/v1.3.1"},"arch/yay":{"cmd":"yay -S gitopolis","reference":"https://aur.archlinux.org/packages/gitopolis"}}
git-split-diffs	scm-git-tool	TypeScript	https://github.com/banga/git-split-diffs	GitHub 样式拆分（并排）差异，并在终端中突出显示语法。	GitHub style split (side by side) diffs with syntax highlighting in your terminal.	git-split-diffs	{"/npm":{"cmd":"npm install -g git-split-diffs","reference":"https://github.com/banga/git-split-diffs#install-globally","dsnap":"git-split-diffs"},"arch/yay":{"cmd":"yay -S nodejs-git-split-diffs","reference":"https://aur.archlinux.org/packages/nodejs-git-split-diffs"}}
reviewdog	common	go	https://github.com/reviewdog/reviewdog	reviewdog 提供了一种通过轻松与任何 linter 工具集成来自动将审阅评论发布到代码托管服务（例如 GitHub）的方法	reviewdog provides a way to post review comments to code hosting services, such as GitHub, automatically by integrating with any linter tools with ease	reviewdog	{"/x":{"cmd":"x pkg use reviewdog","reference":"https://x-cmd.com/install/"},"/curl":{"cmd":"curl -sfL https://raw.githubusercontent.com/reviewdog/reviewdog/master/install.sh | sh -s","reference":"https://github.com/reviewdog/reviewdog?tab=readme-ov-file#installation"},"arch/yay":{"cmd":"yay -S reviewdog-bin","reference":"https://aur.archlinux.org/packages/reviewdog-bin"},"darwin/brew":{"cmd":"brew install reviewdog/tap/reviewdog","reference":"https://github.com/reviewdog/reviewdog?tab=readme-ov-file#installation"},"(win|wsl2)/scoop":{"cmd":"x scoop install reviewdog","reference":"https://github.com/reviewdog/reviewdog?tab=readme-ov-file#installation"}}
ouch	common	rust	https://github.com/ouch-org/ouch	用于压缩和解压缩各种格式的 CLI 工具	A CLI tool to compress and decompress various formats	ouch	{"/x":{"cmd":"x pkg use ouch","reference":"https://x-cmd.com/install/"},"arch/pacman":{"cmd":"pacman -S ouch","reference":"https://github.com/ouch-org/ouch?tab=readme-ov-file#on-arch-linux"},"(win|wsl2)/scoop":{"cmd":"scoop install ouch","reference":"https://github.com/ouch-org/ouch?tab=readme-ov-file#on-windows-via-scoop"},"/cargo":{"cmd":"cargo","reference":"https://github.com/ouch-org/ouch?tab=readme-ov-file#from-cratesio","dsnap":"ouch"}}
tealdeer	common	Rust	https://github.com/dbrgn/tealdeer	用 Rust 实现的非常快速的 tldr 版本	A very fast implementation of tldr in Rust	tldr	{"/cargo":{"cmd":"cargo install tealdeer","reference":"https://tealdeer-rs.github.io/tealdeer/installing.html#through-cargo-install","dsnap":"tealdeer"},"arch/pacman":{"cmd":"sudo pacman -S tealdeer","reference":"https://tealdeer-rs.github.io/tealdeer/installing.html#package-managers"},"debian/apt":{"cmd":"sudo apt install tealdeer","reference":"https://tealdeer-rs.github.io/tealdeer/installing.html#package-managers","dsnap":"tealdeer"},"fedora/dnf":{"cmd":"sudo dnf install tealdeer","reference":"https://tealdeer-rs.github.io/tealdeer/installing.html#package-managers","dsnap":"tealdeer"},"darwin/brew":{"cmd":"brew install tealdeer","reference":"https://tealdeer-rs.github.io/tealdeer/installing.html#package-managers"},"darwin/port":{"cmd":"sudo port install tealdeer","reference":"https://tealdeer-rs.github.io/tealdeer/installing.html#package-managers"},"(win|wsl2)/scoop":{"cmd":"x scoop install tealdeer","reference":"https://tealdeer-rs.github.io/tealdeer/installing.html#package-managers"}}
busybox	common	c	https://github.com/mirror/busybox	一个集成了多个常用命令和工具的单个可执行文件，旨在为嵌入式系统和资源受限的环境提供常用的命令和实用程序	A streamlined tool set that integrates multiple commonly used commands and tools	busybox	{"/x":{"cmd":"x pkg use busybox","reference":"https://x-cmd.com/install/"},"darwin/brew":{"cmd":"brew install procs","reference":"https://github.com/dalance/procs"},"debian/apt":{"cmd":"sudo apt-get install busybox","reference":"https://command-not-found.com/busybox","dsnap":"busybox"},"ubuntu/apt":{"cmd":"sudo apt-get install busybox","reference":"https://command-not-found.com/busybox","dsnap":"busybox"},"alpine/apk":{"cmd":"sudo apk add busybox","reference":"https://github.com/dalance/procs","dsnap":"busybox"},"arch/pacman":{"cmd":"sudo pacman -S busybox","reference":"https://github.com/dalance/procs"},"kali/apt":{"cmd":"sudo apt-get install busybox","reference":"https://command-not-found.com/busybox","dsnap":"busybox"},"centos/yum":{"cmd":"sudo yum install busybox","reference":"https://command-not-found.com/busybox"},"fedora/dnf":{"cmd":"sudo dnf install busybox","reference":"https://github.com/dalance/procs","dsnap":"busybox"}}
7za	common	c	https://sparanoid.com/lab/7z/	7za 是一个开源的文件压缩和解压工具，是 7-Zip 的命令行版本	7za is an open-source file compression and decompression tool, which is a command-line version of 7-Zip	7za	{"/x":{"cmd":"x pkg use 7za","reference":"https://x-cmd.com/install/"},"darwin/brew":{"cmd":"brew install p7zip","reference":"https://formulae.brew.sh/formula/p7zip#default"},"debian/apt":{"cmd":"sudo apt-get install p7zip-full","reference":"https://command-not-found.com/7za","dsnap":"p7zip-full"},"ubuntu/apt":{"cmd":"sudo apt-get install p7zip-full","reference":"https://command-not-found.com/7za","dsnap":"p7zip-full"},"alpine/apk":{"cmd":"sudo apk add p7zip","reference":"https://command-not-found.com/7za","dsnap":"p7zip"},"arch/pacman":{"cmd":"sudo pacman -S p7zip","reference":"https://command-not-found.com/7za"},"kali/apt":{"cmd":"sudo apt-get install p7zip-full","reference":"https://command-not-found.com/7za","dsnap":"p7zip-full"},"fedora/dnf":{"cmd":"sudo dnf install p7zip","reference":"https://command-not-found.com/7za","dsnap":"p7zip"},"raspbian/apt":{"cmd":"sudo apt-get install p7zip-full","reference":"https://command-not-found.com/7za"}}
zip	common	c	https://infozip.sourceforge.net/Zip.html	Zip 是一个压缩和文件打包/归档实用程序	Zip is a compression and file packaging/archive utility	zip	{"darwin/brew":{"cmd":"brew install zip","reference":"https://formulae.brew.sh/formula/zip#default"},"debian/apt":{"cmd":"sudo apt-get install zip","reference":"https://command-not-found.com/zip","dsnap":"zip"},"ubuntu/apt":{"cmd":"sudo apt-get install zip","reference":"https://command-not-found.com/zip","dsnap":"zip"},"alpine/apk":{"cmd":"sudo apk add zip","reference":"https://command-not-found.com/zip","dsnap":"zip"},"arch/pacman":{"cmd":"sudo pacman -S zip","reference":"https://command-not-found.com/zip"},"kali/apt":{"cmd":"sudo apt-get install zip","reference":"https://command-not-found.com/zip","dsnap":"zip"},"centos/yum":{"cmd":"sudo yum install zip","reference":"https://command-not-found.com/zip"},"fedora/dnf":{"cmd":"sudo dnf install zip","reference":"https://command-not-found.com/zip","dsnap":"zip"},"raspbian/apt":{"cmd":"sudo apt-get install zip","reference":"https://command-not-found.com/zip"},"gentoo/emerge":{"cmd":"sudo emerge --ask app-arch/zip","reference":"https://wiki.gentoo.org/wiki/Zip"},"opensuse/zypper":{"cmd":"sudo zypper install zip","reference":"https://software.opensuse.org/download/package?package=zip&project=Archiving"}}
archiver	common	Go	https://github.com/mholt/archiver	跨平台、多格式的归档实用程序和 Go 库	a cross-platform, multi-format archive utility and Go library	archiver	{"/go":{"cmd":"go get github.com/mholt/archiver/v4","reference":"https://github.com/mholt/archiver?tab=readme-ov-file#library-use","dsnap":"github.com/mholt/archiver/v4"}}
chsrc	common	C	https://github.com/RubyMetric/chsrc	全平台命令行换源工具	Full platform command line source swap tool	chsrc	{"/x":{"cmd":"x pkg use chsrc","reference":"https://x-cmd.com/install/"},"/yay":{"cmd":"yay -S chsrc-bin","reference":"https://chsrc.run/"},"linux/curl":{"cmd":"curl https://chsrc.run/posix | sudo bash","reference":"https://chsrc.run/"},"darwin/curl":{"cmd":"curl https://chsrc.run/posix | sudo bash","reference":"https://chsrc.run/"},"darwin/brew":{"cmd":"brew install chsrc","reference":"https://chsrc.run/"},"(win|wsl2)/scoop":{"cmd":"x scoop install chsrc","reference":"https://chsrc.run/"},"win/powershell":{"cmd":"x pwsh \"& { $(iwr -useb https://chsrc.run/windows) } -Version pre\" | iex","reference":"https://chsrc.run/"}}
ack	common	perl	https://beyondgrep.com/	ack 是一个类似 grep 的源代码搜索工具	ack is a grep-like source code search tool	ack	{"/curl":{"cmd":"curl https://beyondgrep.com/ack-v3.7.0 > ~/bin/ack && chmod 0755 ~/bin/ack","reference":"https://beyondgrep.com/install/"},"darwin/brew":{"cmd":"brew install ack","reference":"https://formulae.brew.sh/formula/ack#default"},"(win|wsl2)/scoop":{"cmd":"x scoop install ack","reference":"https://scoop.sh/#/apps?q=ack"}}
dnote	common	go	https://www.getdnote.com/	Dnote 是一款面向程序员的简单命令行笔记本	Dnote is a simple command line notebook for programmers	dnote	{"/x":{"cmd":"x pkg use dnote","reference":"https://x-cmd.com/install/"},"/curl":{"cmd":"curl -s https://www.getdnote.com/install | sh","reference":"https://github.com/dnote/dnote?tab=readme-ov-file#installation"},"arch/yay":{"cmd":"yay -S dnote-cli-bin","reference":"https://aur.archlinux.org/packages/dnote-cli-bin"},"darwin/brew":{"cmd":"brew tap dnote/dnote \\\n&& brew install dnote\n","reference":"https://github.com/dnote/dnote?tab=readme-ov-file#installation"}}
7zz	common	c	https://www.7-zip.org/	7-Zip 是一款拥有极高压缩比的开源压缩软件	7-Zip is a file archiver with a high compression ratio	7zz	{"/x":{"cmd":"x pkg use 7zz","reference":"https://x-cmd.com/install/"},"(linux|darwin|win|wsl2)/":{"cmd":"x env use 7zz","reference":"https://x-cmd.com/mod/env"}}
has	common	Shell	https://github.com/kdabir/has	has 检查 PATH 上是否存在各种命令行工具，并报告其安装版本	has checks presence of various command line tools on the PATH and reports their installed version	has	{"/curl":{"cmd":"alias has=\"curl -sL https://git.io/_has | bash -s\"","reference":"https://github.com/kdabir/has"},"/asdf":{"cmd":"x asdf use has","reference":"https://github.com/sylvainmetayer/asdf-has"},"darwin/brew":{"cmd":"brew install kdabir/tap/has","reference":"https://github.com/kdabir/has?tab=readme-ov-file#homebrew-macos-"}}
unzip	common	c	https://infozip.sourceforge.net/UnZip.html	UnZip 是压缩为.zip 格式(也称为“ zipfiles”)的档案的提取工具	UnZip is an extraction utility for archives compressed in .zip format (also called \"zipfiles\")	unzip	{"darwin/brew":{"cmd":"brew install unzip","reference":"https://formulae.brew.sh/formula/unzip#default"},"debian/apt":{"cmd":"sudo apt-get install unzip","reference":"https://command-not-found.com/unzip","dsnap":"unzip"},"ubuntu/apt":{"cmd":"sudo apt-get install unzip","reference":"https://command-not-found.com/unzip","dsnap":"unzip"},"alpine/apk":{"cmd":"sudo apk add unzip","reference":"https://command-not-found.com/unzip","dsnap":"unzip"},"arch/pacman":{"cmd":"sudo pacman -S unzip","reference":"https://command-not-found.com/unzip"},"kali/apt":{"cmd":"sudo apt-get install unzip","reference":"https://command-not-found.com/unzip","dsnap":"unzip"},"centos/yum":{"cmd":"sudo yum install unzip","reference":"https://command-not-found.com/unzip"},"fedora/dnf":{"cmd":"sudo dnf install unzip","reference":"https://command-not-found.com/unzip","dsnap":"unzip"},"raspbian/apt":{"cmd":"sudo apt-get install unzip","reference":"https://command-not-found.com/unzip"},"gentoo/emerge":{"cmd":"sudo emerge --ask app-arch/unzip","reference":"https://wiki.gentoo.org/wiki/Unzip"},"opensuse/zypper":{"cmd":"sudo zypper install unzip","reference":"https://www.edustorage.net/entry/how-to-unzip-file-in-opensuse-linux"}}
jrnl	common	python	https://jrnl.sh	无需离开命令行即可收集您的想法和笔记	Collect your thoughts and notes without leaving the command line	jrnl	{"/x":{"cmd":"x pkg use jrnl","reference":"https://x-cmd.com/install/"},"/pip":{"cmd":"pip install jrnl","reference":"https://jrnl.sh/en/stable/installation/","dsnap":"jrnl"},"darwin/brew":{"cmd":"brew install jrnl","reference":"https://jrnl.sh/en/stable/installation/"},"/pipx":{"cmd":"pipx install jrnl","reference":"https://jrnl.sh/en/stable/installation/"}}
